full_part_number,section,subsection,position_details
Ano digitVFP15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(15): Configuration 15
Ano digitVFP25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(25): Configuration 25
Ano digitVFP37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(37): Configuration 37
Ano digitVFP50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(50): Configuration 50
Ano digitVFS09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(09): Configuration 09
Ano digitVFS15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(15): Configuration 15
Ano digitVFS25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(25): Configuration 25
Ano digitVFS37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(37): Configuration 37
Ano digitVFS50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(50): Configuration 50
Ano digitVFMP09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(09): Configuration 09
Ano digitVFMP15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(15): Configuration 15
Ano digitVFMP25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(25): Configuration 25
Ano digitVFMP37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(37): Configuration 37
Ano digitVFMP50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(50): Configuration 50
Ano digitVFMS09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(09): Configuration 09
Ano digitVFMS15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(15): Configuration 15
Ano digitVFMS25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(25): Configuration 25
Ano digitVFMS37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(37): Configuration 37
Ano digitVFMS50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(50): Configuration 50
AFVFP09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(09): Configuration 09
AFVFP15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(15): Configuration 15
AFVFP25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(25): Configuration 25
AFVFP37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(37): Configuration 37
AFVFP50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(50): Configuration 50
AFVFS09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(09): Configuration 09
AFVFS15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(15): Configuration 15
AFVFS25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(25): Configuration 25
AFVFS37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(37): Configuration 37
AFVFS50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(50): Configuration 50
AFVFMP09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(09): Configuration 09
AFVFMP15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(15): Configuration 15
AFVFMP25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(25): Configuration 25
AFVFMP37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(37): Configuration 37
AFVFMP50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(50): Configuration 50
AFVFMS09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(09): Configuration 09
AFVFMS15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(15): Configuration 15
AFVFMS25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(25): Configuration 25
AFVFMS37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(37): Configuration 37
AFVFMS50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(A): Shell size A | Pos3(F): Float mounting | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(50): Configuration 50
BHVFP09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(09): Configuration 09
BHVFP15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(15): Configuration 15
BHVFP25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(25): Configuration 25
BHVFP37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(37): Configuration 37
BHVFP50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(50): Configuration 50
BHVFS09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(09): Configuration 09
BHVFS15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(15): Configuration 15
BHVFS25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(25): Configuration 25
BHVFS37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(37): Configuration 37
BHVFS50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(50): Configuration 50
BHVFMP09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(09): Configuration 09
BHVFMP15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(15): Configuration 15
BHVFMP25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(25): Configuration 25
BHVFMP37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(37): Configuration 37
BHVFMP50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(50): Configuration 50
BHVFMS09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(09): Configuration 09
BHVFMS15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(15): Configuration 15
BHVFMS25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(25): Configuration 25
BHVFMS37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(37): Configuration 37
BHVFMS50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(H): Rear insert 4-40 | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(50): Configuration 50
BGVFP09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(09): Configuration 09
BGVFP15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(15): Configuration 15
BGVFP25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(25): Configuration 25
BGVFP37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(37): Configuration 37
BGVFP50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(50): Configuration 50
BGVFS09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(09): Configuration 09
BGVFS15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(15): Configuration 15
BGVFS25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(25): Configuration 25
BGVFS37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(37): Configuration 37
BGVFS50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(50): Configuration 50
BGVFMP09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(09): Configuration 09
BGVFMP15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(15): Configuration 15
BGVFMP25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(25): Configuration 25
BGVFMP37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(37): Configuration 37
BGVFMP50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(50): Configuration 50
BGVFMS09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(09): Configuration 09
BGVFMS15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(15): Configuration 15
BGVFMS25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(25): Configuration 25
BGVFMS37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(37): Configuration 37
BGVFMS50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(G): Rear insert M3 | Pos4(VFM): Front screwlock M3 | Pos5(S): Socket | Pos6(50): Configuration 50
Bno digitVFP09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(09): Configuration 09
Bno digitVFP15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(15): Configuration 15
Bno digitVFP25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(25): Configuration 25
Bno digitVFP37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(37): Configuration 37
Bno digitVFP50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(P): Pin | Pos6(50): Configuration 50
Bno digitVFS09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(09): Configuration 09
Bno digitVFS15,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(15): Configuration 15
Bno digitVFS25,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(25): Configuration 25
Bno digitVFS37,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(37): Configuration 37
Bno digitVFS50,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VF): Front screwlock 4-40 | Pos5(S): Socket | Pos6(50): Configuration 50
Bno digitVFMP09,How to order RR (standard density),Housings,Pos1(): Fixed value | Pos2(B): Shell size B | Pos3(no digit): Standard rivet Ø3.1mm | Pos4(VFM): Front screwlock M3 | Pos5(P): Pin | Pos6(09): Configuration 09
